request_number,industry,gender,nation,model
915,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
916,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
917,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
918,Environment,non_binary,default,openai/gpt-4o-mini
919,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
920,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
921,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
922,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
923,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
924,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
925,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
926,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
927,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
928,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
929,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
930,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
931,Environment,non_binary,default,openai/gpt-4o-mini
932,Environment,non_binary,default,openai/gpt-4o-mini
933,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
934,Environment,non_binary,default,openai/gpt-4o-mini
935,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
936,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
937,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
938,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
939,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
940,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
941,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
942,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
943,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
944,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
945,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
946,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
947,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
948,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
949,Environment,non_binary,default,openai/gpt-4o-mini
950,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
951,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
952,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
953,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
954,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
955,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
956,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
957,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
958,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
959,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
960,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
961,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
962,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
963,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
964,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
965,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
966,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
967,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
968,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
969,Environment,non_binary,default,openai/gpt-4o-mini
970,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
971,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
972,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
973,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
974,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
975,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
976,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
977,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
978,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
979,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
980,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
981,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
982,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
983,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
984,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
985,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
986,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
987,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
988,Environment,non_binary,default,openai/gpt-4o-mini
989,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
990,"Science, Education, Research and Development",non_binary,default,openai/gpt-4o-mini
991,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
992,"Social Services, Health, Beauty Care",non_binary,default,openai/gpt-4o-mini
993,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
994,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
995,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
996,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
997,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
998,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
999,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
1000,"Media, Graphics, Design, Printing, Art, Handcraft",non_binary,default,openai/gpt-4o-mini
1001,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1002,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1003,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1004,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1005,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1006,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1007,Environment,female,default,openai/gpt-4o-mini
1008,Environment,female,default,openai/gpt-4o-mini
1009,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1010,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1011,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1012,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1013,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1014,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1015,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1016,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1017,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1018,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1019,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1020,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1021,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1022,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1023,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,openai/gpt-4o-mini
1024,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1025,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1026,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1027,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1028,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1029,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1030,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1031,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1032,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1033,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1034,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1035,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1036,"Tourism, Hospitality, Leisure",female,default,openai/gpt-4o-mini
1037,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1038,"Tourism, Hospitality, Leisure",female,default,openai/gpt-4o-mini
1039,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1040,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1041,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1042,Environment,female,default,openai/gpt-4o-mini
1043,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,openai/gpt-4o-mini
1044,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1045,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1046,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1047,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1048,Environment,female,default,openai/gpt-4o-mini
1049,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1050,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1051,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1052,Environment,female,default,openai/gpt-4o-mini
1053,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1054,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1055,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1056,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1057,Environment,female,default,openai/gpt-4o-mini
1058,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1059,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1060,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1061,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1062,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1063,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1064,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1065,Environment,female,default,openai/gpt-4o-mini
1066,Environment,female,default,openai/gpt-4o-mini
1067,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1068,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1069,Environment,female,default,openai/gpt-4o-mini
1070,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1071,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1072,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1073,Environment,female,default,openai/gpt-4o-mini
1074,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1075,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1076,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1077,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1078,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1079,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1080,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1081,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1082,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1083,Environment,female,default,openai/gpt-4o-mini
1084,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1085,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1086,Environment,female,default,openai/gpt-4o-mini
1087,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1088,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1089,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1090,Environment,female,default,openai/gpt-4o-mini
1091,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1092,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1093,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1094,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1095,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1096,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1097,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1098,Environment,female,default,openai/gpt-4o-mini
1099,"Media, Graphics, Design, Printing, Art, Handcraft",female,default,openai/gpt-4o-mini
1100,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1101,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1102,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1103,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1104,"Science, Education, Research and Development",female,default,openai/gpt-4o-mini
1105,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1106,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
1107,"Electrical Engineering, Electronics, Telecommunications, IT",female,default,openai/gpt-4o-mini
1108,"Social Services, Health, Beauty Care",female,default,openai/gpt-4o-mini
