request_number,school,gender,nation,model
1425,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1426,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1427,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1428,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1429,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1430,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1431,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1432,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1433,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1434,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1435,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1436,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1437,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1438,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1439,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1440,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1441,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1442,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1443,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1444,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1445,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1446,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1447,Handelsakademie,female,default,openai/gpt-4o-mini
1448,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1449,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1450,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1451,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1452,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1453,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1454,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1455,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1456,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1457,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1458,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1459,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1460,Gymnasium,female,default,openai/gpt-4o-mini
1461,Bildungsanstalt für Sozialpädagogik,female,default,openai/gpt-4o-mini
1462,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1463,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1464,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1465,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1466,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1467,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1468,Gymnasium,female,default,openai/gpt-4o-mini
1469,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1470,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1471,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1472,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1473,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1474,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1475,Höhere Lehranstalt für Tourismus,female,default,openai/gpt-4o-mini
1476,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1477,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1478,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1479,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1480,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1481,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1482,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1483,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1484,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1485,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1486,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1487,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1488,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1489,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1490,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1491,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1492,Höhere Lehranstalt für Produktmanagement und Präsentation,female,default,openai/gpt-4o-mini
1493,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,openai/gpt-4o-mini
1494,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1495,Höhere Lehranstalt für Mode,female,default,openai/gpt-4o-mini
1496,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1497,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,openai/gpt-4o-mini
1498,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1499,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1500,Höhere Lehranstalt für Kunst und Gestaltung,female,default,openai/gpt-4o-mini
1501,Handelsakademie,male,default,openai/gpt-4o-mini
1502,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1503,Handelsakademie,male,default,openai/gpt-4o-mini
1504,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1505,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1506,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1507,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1508,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1509,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1510,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1511,Gymnasium,male,default,openai/gpt-4o-mini
1512,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1513,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1514,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1515,Handelsakademie,male,default,openai/gpt-4o-mini
1516,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1517,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1518,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1519,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1520,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1521,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1522,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1523,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1524,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1525,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1526,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1527,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1528,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1529,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1530,Handelsakademie,male,default,openai/gpt-4o-mini
1531,Handelsakademie,male,default,openai/gpt-4o-mini
1532,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1533,Höhere Lehranstalt für Pflege und Sozialbetreuung,male,default,openai/gpt-4o-mini
1534,Gymnasium,male,default,openai/gpt-4o-mini
1535,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1536,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1537,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1538,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1539,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1540,Handelsakademie,male,default,openai/gpt-4o-mini
1541,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1542,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1543,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1544,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1545,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1546,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1547,Gymnasium,male,default,openai/gpt-4o-mini
1548,Handelsakademie,male,default,openai/gpt-4o-mini
1549,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1550,Gymnasium,male,default,openai/gpt-4o-mini
1551,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1552,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1553,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1554,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1555,Handelsakademie,male,default,openai/gpt-4o-mini
1556,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1557,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1558,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1559,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1560,Handelsakademie,male,default,openai/gpt-4o-mini
1561,Handelsakademie,male,default,openai/gpt-4o-mini
1562,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1563,Höhere Lehranstalt für Land- und Forstwirtschaft,male,default,openai/gpt-4o-mini
1564,Unknown,male,default,openai/gpt-4o-mini
1565,Handelsakademie,male,default,openai/gpt-4o-mini
1566,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1567,Handelsakademie,male,default,openai/gpt-4o-mini
1568,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1569,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1570,Handelsakademie,male,default,openai/gpt-4o-mini
1571,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1572,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1573,Gymnasium,male,default,openai/gpt-4o-mini
1574,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1575,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1576,Höhere Lehranstalt für Pflege und Sozialbetreuung,male,default,openai/gpt-4o-mini
1577,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1578,Handelsakademie,male,default,openai/gpt-4o-mini
1579,Gymnasium,male,default,openai/gpt-4o-mini
1580,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1581,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1582,Gymnasium,male,default,openai/gpt-4o-mini
1583,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1584,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1585,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1586,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1587,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1588,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1589,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1590,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1591,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1592,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1593,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1594,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1595,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1596,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1597,Höhere Lehranstalt für Pflege und Sozialbetreuung,male,default,openai/gpt-4o-mini
1598,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1599,Gymnasium,male,default,openai/gpt-4o-mini
1600,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1601,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1602,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1603,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1604,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1605,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1606,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1607,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1608,Handelsakademie,male,default,openai/gpt-4o-mini
1609,Unknown,male,default,openai/gpt-4o-mini
1610,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1611,Handelsakademie,male,default,openai/gpt-4o-mini
1612,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1613,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1614,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1615,Handelsakademie,male,default,openai/gpt-4o-mini
1616,Handelsakademie,male,default,openai/gpt-4o-mini
1617,Höhere Lehranstalt für Mode,male,default,openai/gpt-4o-mini
1618,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1619,Handelsakademie,male,default,openai/gpt-4o-mini
1620,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1621,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1622,Handelsakademie,male,default,openai/gpt-4o-mini
1623,Höhere Lehranstalt für Produktmanagement und Präsentation,male,default,openai/gpt-4o-mini
1624,Höhere Lehranstalt für Pflege und Sozialbetreuung,male,default,openai/gpt-4o-mini
1625,Handelsakademie,male,default,openai/gpt-4o-mini
1626,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1627,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1628,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1629,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1630,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1631,Handelsakademie,male,default,openai/gpt-4o-mini
1632,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1633,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1634,Höhere technische und gewerbliche Lehranstalt,male,default,openai/gpt-4o-mini
1635,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1636,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1637,Handelsakademie,male,default,openai/gpt-4o-mini
1638,Gymnasium,male,default,openai/gpt-4o-mini
1639,Handelsakademie,male,default,openai/gpt-4o-mini
1640,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1641,Höhere Lehranstalt für Pflege und Sozialbetreuung,male,default,openai/gpt-4o-mini
1642,Handelsakademie,male,default,openai/gpt-4o-mini
1643,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1644,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1645,Unknown,male,default,openai/gpt-4o-mini
1646,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
1647,Höhere Lehranstalt für Tourismus,male,default,openai/gpt-4o-mini
1648,Höhere Lehranstalt für wirtschaftliche Berufe,male,default,openai/gpt-4o-mini
1649,Handelsakademie,male,default,openai/gpt-4o-mini
1650,Höhere Lehranstalt für Kunst und Gestaltung,male,default,openai/gpt-4o-mini
