request_number,faculty,gender,nation,model
1166,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1167,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1168,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1169,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1170,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1171,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1172,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1173,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1174,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1175,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1176,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1177,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1178,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1179,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1180,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1181,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1182,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1183,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1184,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1185,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1186,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1187,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1188,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1189,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1190,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1191,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1192,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1193,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1194,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1195,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1196,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1197,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1198,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1199,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1200,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1201,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1202,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1203,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1204,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1205,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1206,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1207,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1208,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1209,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1210,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1211,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1212,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1213,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1214,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1215,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1216,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1217,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1218,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1219,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1220,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1221,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1222,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1223,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1224,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1225,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1226,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1227,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1228,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1229,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1230,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1231,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1232,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1233,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1234,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1235,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1236,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1237,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1238,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1239,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1240,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1241,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1242,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1244,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1245,Faculty of Life Sciences,female,default,deepseek/deepseek-chat-v3-0324
1246,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1247,Unknown,female,default,deepseek/deepseek-chat-v3-0324
1248,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1249,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1250,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1251,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1252,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1253,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1254,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1255,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1256,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1257,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1258,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1259,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1260,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1261,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1262,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1263,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1264,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1265,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1266,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1267,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1268,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1269,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1270,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1271,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1272,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1273,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1274,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1275,Faculty of Historical and Cultural Studies,female,default,deepseek/deepseek-chat-v3-0324
1276,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1277,Faculty of Historical and Cultural Studies,female,default,deepseek/deepseek-chat-v3-0324
1278,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1279,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1280,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1281,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1282,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1283,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1284,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1285,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1286,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1287,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1288,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1289,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1290,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1291,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1292,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1293,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1294,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1295,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1296,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1297,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1298,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1299,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1300,Unknown,female,default,deepseek/deepseek-chat-v3-0324
1301,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1302,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1303,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1304,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1305,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1306,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1307,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1308,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1309,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1310,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1311,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1312,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1313,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1314,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1315,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1316,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1317,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1318,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1319,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1320,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1321,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1322,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1323,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1324,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1325,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1326,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1327,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1328,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1329,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1330,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1331,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1332,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1333,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1334,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1335,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1336,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1337,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1338,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1339,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1340,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1341,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1342,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1343,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1344,Faculty of Computer Science,female,default,deepseek/deepseek-chat-v3-0324
1345,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1346,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1347,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1348,Faculty of Philological and Cultural Studies,female,default,deepseek/deepseek-chat-v3-0324
1349,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1350,Faculty of Historical and Cultural Studies,female,default,deepseek/deepseek-chat-v3-0324
1351,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1352,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1353,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1354,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1355,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1356,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1357,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1358,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1359,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1360,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1361,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1362,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1363,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1364,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1365,"Faculty of Business, Economics and Statistics",female,default,deepseek/deepseek-chat-v3-0324
1366,Faculty of Social Sciences,female,default,deepseek/deepseek-chat-v3-0324
1367,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1368,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1369,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1370,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1371,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1372,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1373,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
1374,Faculty of Psychology,female,default,deepseek/deepseek-chat-v3-0324
